"","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","x_18","x_19","x_20","x_21","x_22","x_23","x_24","x_25","x_26","x_27","x_28","x_29","x_30","x_31","x_32","x_33","x_34","x_35","x_36","x_37","x_38","x_39","x_40","x_41","x_42","x_43","x_44","x_45","x_46","x_47","x_48","x_49","x_50","x_51","x_52","x_53","x_54","x_55","x_56","x_57","x_58","A","Y","prop_score"
"1077",34,"C",0,0,63,174,0,0,0,0,0,0,1,0,0,0,0,11,65,10,"J",1,60,"E",11,80,160,34,10,1,1,0,0,74,23,470,77,0,1,8,3,0,2,52,15,4,0,0,1,0,0,0,0,0,0,1,45,40,1,2534.49037100636,0.956860585036111
"1078",22,"C",20,4,63,125,0,1,0,0,0,1,0,1,0,0,0,12,25,15,"G",1,70,"E",12,74,137,23,17,0,1,0,0,87,35,470,52,0,9,9,0,3,3,55,16,0,0,0,0,0,0,0,0,0,0,0,46,40,0,3035.43145687342,0.507483970996208
"1079",19,"C",0,0,63,110,0,0,0,0,0,0,0,0,0,0,0,13,55,10,"L",1,87,"E",12,80,142,20,13,0,0,0,0,86,38,400,46,1,9,9,0,3,3,50,18,0,0,0,0,0,0,0,0,0,0,0,45,39,0,3851.87954660127,0.286232711779138
"1080",34,"C",0,1,63,127,0,0,0,0,0,3,1,0,0,0,0,12,55,10,"J",1,63,"E",12,74,163,33,12,0,1,0,0,83,28,450,50,1,9,9,2,0,11,61,16,0,0,0,0,0,0,0,0,0,0,0,46,39,1,3352.54998361254,0.454320595187372
"1081",22,"C",0,3,66,130,0,0,0,0,0,0,0,0,1,0,0,15,35,7,"J",1,47,"E",13,70,141,32,8,0,0,0,0,79,30,400,63,1,6,9,5,0,7,37,11,0,0,0,3,0,1,1,0,0,0,2,47,35,1,5258.2892597631,0.322268125633409
"1082",27,"C",20,5,65,135,0,0,0,0,0,0,1,0,0,0,0,15,105,10,"J",1,63,"E",14,66,158,37,8,2,0,0,0,84,32,440,83,0,9,9,3,0,7,70,23,0,0,0,0,0,0,0,0,0,0,0,46,39,1,3351.62842127718,0.962124924188843
"1083",20,"C",0.5,3,63,104,0,0,0,0,0,0,0,0,1,0,0,12,55,10,"F",1,57,"E",13,60,129,22,12,0,0,0,0,78,36,350,54,0,9,9,0,3,6,51,15,0,0,0,0,0,0,0,0,0,0,0,45,39,0,3852.08624352603,0.464099224157845
"1084",22,"C",0,0,62,95,0,0,0,0,0,0,0,0,2,0,1,12,55,12,"F",1,70,"E",13,60,130,23,14,0,0,0,0,76,30,465,50,0,9,9,0,2,4,50,16,0,0,0,0,0,0,0,0,0,0,0,47,40,1,2535.86630698908,0.723349118826163
"1085",36,"C",0,17,61,140,0,0,0,0,0,0,2,0,0,0,0,10,85,8,"J",1,63,"E",12,80,151,40,12,0,3,1,0,78,26,380,71,0,9,9,3,0,7,54,16,0,0,0,0,0,0,0,0,0,0,0,44,38,1,4003.18756656528,0.823343438705452
"1086",18,"C",20,3,60,104,0,0,0,0,0,0,0,0,0,0,1,11,55,10,"J",1,63,"E",14,50,127,20,12,0,0,0,0,84,40,370,53,0,9,9,2,0,6,65,17,0,0,0,0,0,0,0,0,0,0,0,44,40,1,2534.8115996037,0.514552978069861
"1087",30,"C",0.5,3,65,129,0,0,0,0,0,0,0,0,0,0,0,12,75,18,"J",1,43,"E",11,68,140,31,9,0,0,0,0,76,25,300,49,0,9,10,2,0,3,65,19,0,0,0,0,0,0,0,0,0,0,0,46,39,1,3352.10620877603,0.318279339798694
"1088",33,"C",0,0,65,130,0,0,0,0,0,0,0,0,2,0,0,12,65,15,"J",1,40,"E",11,70,140,34,9,0,0,0,0,84,34,410,53,0,7,8,2,0,3,54,15,0,0,0,0,0,0,1,0,0,0,0,46,38,0,4504.52051123308,0.662379664214378
"1089",23,"C",30,9,60,98,0,0,0,0,0,0,0,0,1,0,1,12,55,15,"J",1,45,"E",14,60,122,25,8,0,0,0,0,78,29,450,64,1,9,9,3,0,2,62,18,0,0,0,0,0,0,0,0,0,0,0,49,40,1,2535.08170821904,0.659665899494206
"1090",18,"C",2,2,66,120,0,0,0,0,0,0,0,0,0,0,1,12,45,10,"J",1,60,"E",12,70,138,22,12,0,0,0,0,84,37,460,58,1,9,9,0,3,6,57,18,0,0,0,0,0,0,0,0,0,0,0,46,40,0,3035.98794565431,0.811175551825918
"1091",31,"C",10,15,61,118,0,0,0,0,0,0,0,0,0,0,1,11,45,17,"J",1,60,"E",13,68,136,31,10,1,0,0,0,82,33,380,59,0,9,9,3,0,8,61,18,0,0,0,0,0,0,0,0,0,0,0,46,38,0,4503.9291847715,0.332904325926232
"1092",17,"C",7,2,65,112,0,0,0,0,0,0,0,0,0,0,1,12,35,10,"J",1,53,"E",12,72,144,26,12,0,0,0,0,85,37,410,44,1,7,9,0,2,8,60,18,0,0,0,0,0,0,0,0,0,0,0,46,40,0,3035.34483875413,0.354986334344808
"1093",43,"C",0,0,62,190,0,0,0,1,0,0,3,1,0,0,1,5,55,14,"I",1,57,"B",12,112,198,48,12,0,0,0,1,83,33,450,64,0,9,9,0,2,3,49,14,0,0,0,0,0,0,0,0,0,0,0,45,40,0,3035.63571133391,0.119381502128915
"1094",20,"C",19,3,63,112,0,0,0,0,0,0,0,0,0,0,0,11,45,5,"J",1,70,"E",12,70,137,26,12,0,1,0,0,83,36,540,93,1,9,9,2,0,3,64,18,0,0,0,0,0,0,0,0,0,0,0,47,41,1,1652.9120338196,0.981679975714523
"1095",21,"C",18,4,65,120,0,0,0,0,0,0,2,0,1,0,0,12,45,10,"J",1,70,"E",12,76,136,28,12,0,1,0,0,80,30,430,68,1,8,8,2,0,5,57,18,0,0,0,0,0,0,0,0,0,0,0,46,40,0,3034.94153340004,0.645764944351134
"1096",33,"C",0,17,66,140,0,1,0,0,0,0,0,0,0,0,0,12,55,15,"J",1,80,"E",12,80,162,41,14,0,0,0,0,79,38,470,66,0,9,9,0,3,8,56,15,0,0,0,0,0,0,0,0,0,0,0,47,41,1,1652.25377745656,0.776455781622947
"1097",21,"C",0,3,64,148,0,0,0,0,0,0,1,0,0,0,0,12,45,8,"J",1,53,"E",14,90,161,23,12,0,0,0,0,84,38,390,75,1,7,8,3,0,2,71,20,0,0,0,1,0,0,0,0,0,0,1,45,42,1,824.563585937911,0.729288919111176
"1098",18,"C",0,0,67,130,3,0,1,0,0,3,1,0,1,0,0,13,55,4,"J",1,80,"E",11,80,143,21,12,0,0,0,0,80,35,355,63,1,8,9,3,0,6,63,18,0,0,0,0,0,0,0,0,0,0,0,46,41,1,1652.53624420701,0.601343488047498
"1099",18,"C",18,2,62,102,0,0,0,0,0,1,0,0,0,0,0,8,55,10,"J",1,33,"E",12,80,128,26,7,0,0,0,0,74,26,480,48,0,8,9,3,0,7,50,14,6,0,0,0,0,0,0,0,0,0,0,45,40,1,2534.95847951563,0.482807099350713
"1100",30,"C",40,10,62,180,0,0,0,0,0,2,0,0,0,0,0,8,55,12,"J",1,47,"E",12,70,189,34,9,0,0,0,0,78,31,560,82,1,9,9,3,0,6,63,18,0,0,0,0,0,0,0,0,0,0,0,47,38,1,4004.4837377274,0.831156623655542
"1101",34,"C",30,19,62,118,0,1,0,0,0,0,0,0,0,0,0,9,25,13,"J",1,57,"E",15,72,143,37,12,0,1,0,0,81,33,425,71,1,9,9,2,0,3,58,17,0,0,0,0,0,0,0,0,0,0,0,46,39,0,3851.21908292509,0.339429539655116
"1102",21,"C",0.5,3,63,120,0,0,0,0,0,0,0,0,0,0,1,12,85,8,"J",1,93,"B",14,50,137,24,13,0,0,0,0,84,32,480,60,0,7,9,4,0,3,54,16,5,0,0,2,1,0,0,0,0,0,3,45,42,1,824.915319878029,0.989520995236021
"1103",42,"C",40,30,62,103,0,0,0,0,0,0,0,1,1,0,0,13,45,20,"J",1,77,"E",17,70,124,41,12,0,1,0,0,78,31,400,56,1,2,9,2,0,3,60,16,5,0,0,1,0,0,0,0,0,0,1,45,39,0,3851.88678039131,0.295266346894464
"1104",22,"C",1,4,65,146,0,0,0,1,0,0,0,0,1,0,1,12,75,7,"J",1,63,"E",11,66,175,25,12,0,0,0,0,83,40,500,89,0,9,10,3,0,3,60,16,0,0,0,0,0,0,0,0,0,0,0,46,42,1,824.227967087448,0.944649280844762
"1105",25,"C",0,0,63,150,0,0,0,0,0,7,1,0,0,1,0,11,35,17,"J",1,37,"E",12,90,153,27,8,0,0,0,0,78,30,525,52,1,5,9,3,0,3,48,15,0,0,0,0,0,0,0,0,0,0,0,48,40,0,3035.601099403,0.460173513624266
"1106",29,"C",12,12,64,135,0,0,1,0,0,0,0,0,0,0,1,12,85,7,"J",1,73,"E",13,68,164,27,12,0,0,0,0,83,33,460,59,0,2,7,3,0,7,65,17,0,0,0,0,1,0,0,0,0,0,0,46,42,1,824.150991513196,0.883036709876454
"1107",33,"C",20,8,63,113,0,0,1,0,0,1,0,0,0,0,1,12,85,10,"F",1,60,"E",14,70,126,35,10,0,0,0,0,81,25,350,55,1,5,9,3,0,9,66,21,0,0,0,0,0,0,0,0,0,0,0,47,40,0,3035.5165428081,0.74408992006513
"1108",31,"C",0,13,66,137,2,0,0,0,0,0,0,0,0,0,0,12,65,12,"J",1,70,"E",14,80,163,36,12,1,0,0,0,82,39,600,98,1,9,9,0,2,3,64,19,0,0,0,0,0,0,0,0,0,0,0,49,40,1,2535.67320048941,0.999205267036439
"1109",22,"C",7,8,65,100,0,0,1,0,0,0,0,0,0,0,0,12,25,15,"J",1,70,"E",11,70,120,24,13,0,1,0,0,89,39,390,74,1,9,9,2,0,8,66,20,0,0,0,0,0,0,0,0,0,0,0,46,41,1,1651.99400747368,0.817754239445909
"1110",27,"C",5,12,64,122,0,0,1,0,0,0,0,0,0,0,0,13,55,16,"G",1,87,"B",12,70,149,37,15,0,0,0,0,81,33,300,71,0,9,9,2,0,5,60,18,0,0,0,0,0,0,0,0,0,0,0,47,39,1,3352.30532606273,0.450360569389408
"1112",21,"C",1,1,64,130,0,0,0,0,0,0,0,0,1,0,0,12,55,13,"J",1,80,"E",13,80,189,25,12,0,0,0,0,78,30,370,50,1,8,9,2,0,5,39,12,0,0,0,0,0,0,0,0,0,0,0,48,37,0,4990.90883833598,0.0797071231729953
"1113",21,"C",1,1,64,130,0,0,0,0,0,0,0,0,1,0,0,12,55,13,"J",1,80,"E",13,80,189,25,12,0,0,0,0,76,21,400,65,1,2,9,2,0,5,66,18,0,0,0,1,0,0,0,0,0,0,0,47,37,1,4491.59053625737,0.618221702100253
"1114",29,"C",0,0,66,140,0,0,0,0,0,0,0,0,0,0,0,12,55,10,"J",1,80,"E",13,86,155,31,12,0,0,0,0,82,30,410,58,1,8,9,0,2,7,62,19,0,0,0,0,0,0,0,0,0,0,0,49,40,1,2534.95241716071,0.557183452976467
"1115",32,"C",0,0,66,140,0,0,0,0,0,0,0,0,0,0,0,12,65,12,"J",1,83,"E",13,70,161,33,12,0,0,0,0,79,34,560,60,0,9,9,1,2,1,54,17,0,0,0,0,0,0,0,0,0,0,0,45,42,1,824.66295252462,0.985220744629086
"1116",34,"C",0,14,62,154,0,0,0,1,0,0,0,1,0,0,0,12,75,8,"A",1,83,"E",13,80,162,33,12,0,0,0,0,76,31,470,73,1,9,9,2,0,2,68,19,0,0,0,0,0,0,0,0,0,0,0,44,41,1,1651.94337891883,0.9782688137473
"1117",23,"C",20,13,61,148,0,0,0,0,0,0,0,0,0,0,0,9,35,8,"J",1,33,"E",10,64,156,26,9,0,0,0,0,82,39,380,44,0,9,9,2,0,2,65,20,0,0,0,0,0,0,0,0,0,0,0,43,40,0,3035.85004102649,0.168907523424158
"1118",30,"C",0,0,68,140,0,0,0,0,0,0,0,0,1,0,1,5,35,12,"F",1,33,"E",13,80,154,39,5,0,0,0,0,80,38,410,52,1,9,9,0,2,3,65,18,0,0,0,0,0,0,0,0,0,0,0,46,36,1,4894.1758563326,0.498003174860005
"1119",37,"C",0,0,63,172,0,0,0,0,0,1,0,0,0,0,0,5,65,10,"F",1,33,"E",12,80,188,37,3,0,0,0,0,80,34,470,59,0,8,9,0,2,6,70,22,0,0,0,0,0,0,0,0,0,0,0,43,39,0,3852.37605613156,0.639480575145246
"1120",38,"C",0,0,63,174,0,0,0,0,0,1,0,0,0,0,0,5,55,10,"F",1,30,"E",13,78,184,39,3,0,0,0,0,81,34,580,42,0,9,9,0,2,0,66,23,0,0,0,0,0,0,0,0,0,0,0,46,41,0,2151.58077347818,0.628783370082715
"1121",18,"C",0,4,65,123,0,0,0,0,0,0,1,0,1,0,0,9,65,15,"J",1,57,"E",11,70,144,25,10,0,0,0,0,87,31,400,64,1,9,10,2,0,4,55,16,0,0,0,0,0,0,0,0,0,0,0,46,39,0,3852.97538671492,0.529414837397595
"1122",34,"C",0,16,62,141,0,0,0,0,0,0,0,1,0,0,1,12,95,8,"J",1,73,"E",14,90,160,30,12,0,0,0,0,82,37,420,84,0,3,9,0,3,3,56,16,0,0,0,0,0,0,0,0,0,0,0,46,40,1,2534.5765041572,0.965279262387609
"1123",37,"C",0,20,63,148,0,0,0,0,0,0,1,1,0,0,0,12,65,10,"J",1,77,"E",14,78,169,35,14,0,0,0,0,79,37,590,74,1,7,9,0,3,3,61,19,0,0,0,0,0,0,0,0,0,0,0,46,38,1,4003.89649112121,0.988932238789802
"1124",38,"C",39,20,62,140,0,2,0,0,0,0,1,0,0,0,0,12,55,12,"J",1,57,"E",11,74,161,40,11,1,2,0,1,79,35,400,67,1,9,9,3,0,3,69,20,0,0,0,0,0,0,0,0,0,0,0,46,40,0,3034.83983232554,0.312646669096808
"1125",30,"C",19,12,65,135,0,1,0,0,0,1,0,1,1,1,0,6,65,15,"F",1,33,"E",16,74,160,44,6,0,0,0,0,85,37,490,75,1,3,3,2,0,2,51,14,0,0,0,2,0,0,0,0,0,0,0,45,42,1,824.584000372403,0.885280198600669
"1126",33,"C",0.5,1,59,127,0,0,0,0,0,0,1,0,0,0,0,7,55,7,"J",1,43,"E",11,74,155,36,7,0,0,0,0,79,34,400,51,1,9,8,2,0,8,63,16,0,0,0,0,0,0,0,0,0,0,0,45,40,0,3035.59684479968,0.29649571446183
"1127",24,"C",0,0,60,90,0,0,0,0,0,0,0,0,0,0,1,16,25,10,"C",1,70,"A",15,68,113,28,17,0,0,0,0,82,33,350,52,1,7,9,0,3,5,65,19,0,0,0,0,0,0,0,0,0,0,0,46,40,1,2534.54440874752,0.665617933795734
"1128",22,"C",10,4,60,98,1,0,0,0,0,3,1,0,1,0,0,12,25,12,"J",1,27,"E",15,95,108,35,9,0,0,0,0,83,37,480,39,1,9,9,2,0,10,54,16,0,0,0,0,0,0,0,0,0,0,0,44,41,1,1651.76874605172,0.608654661702586
"1129",23,"C",0,5,64,125,0,0,0,0,0,0,0,1,0,0,0,12,45,10,"J",1,50,"E",12,74,146,25,10,0,0,0,0,82,29,525,63,1,7,9,1,2,4,47,15,0,0,0,0,0,0,0,0,0,0,0,46,41,1,1652.2842498073,0.701904505672518
"1130",20,"C",10,4,66,122,0,0,0,0,0,0,0,0,0,0,1,12,35,5,"J",1,53,"E",15,70,150,26,12,0,0,0,0,77,34,375,67,0,7,8,2,0,1,61,16,0,0,0,0,0,0,0,0,0,0,0,45,42,1,824.929336291065,0.436938909167138
"1131",18,"C",0,0,65,135,0,0,0,0,0,0,1,0,2,0,0,12,25,10,"J",1,40,"E",13,74,150,24,10,0,0,0,0,80,39,580,62,1,2,9,0,3,3,49,16,0,0,0,0,0,0,0,0,0,0,0,45,41,1,1652.27056582985,0.847261320727201
"1132",33,"C",20,12,63,153,0,0,2,0,0,0,1,0,0,0,0,9,35,10,"J",1,63,"E",11,70,168,39,12,0,3,0,0,80,31,380,70,1,8,8,2,0,7,74,21,0,0,0,0,0,0,0,0,0,0,0,48,40,1,2535.56842529127,0.417153739067454
"1133",28,"C",10,8,63,193,1,0,0,0,0,0,0,0,0,0,0,13,65,7,"J",1,83,"E",12,78,196,33,12,0,0,0,0,80,31,530,63,0,9,9,3,0,3,70,20,0,0,0,0,0,0,0,0,0,0,0,43,41,1,1651.79095582553,0.800572222485914
"1134",30,"C",6,18,61,115,0,0,2,0,0,0,3,0,2,0,0,7,75,7,"J",1,40,"E",16,70,152,32,9,1,1,0,0,80,28,370,54,1,9,9,3,0,11,54,16,0,0,0,0,0,0,2,0,0,0,1,46,36,1,4894.31790644133,0.269103077399548
"1135",20,"C",0,3,66,125,0,0,0,0,0,0,0,0,0,1,0,9,55,6,"J",1,87,"E",14,70,150,32,14,0,0,0,0,71,27,380,47,0,9,9,3,0,9,71,20,0,0,0,0,0,0,0,0,0,0,0,45,41,0,2152.10600883667,0.445576602658561
"1136",32,"C",20,15,63,125,1,0,0,2,0,0,1,0,2,0,0,12,65,8,"J",1,70,"E",11,80,142,34,12,0,0,0,0,82,34,410,98,1,9,9,2,0,3,51,15,0,0,0,0,0,0,0,0,0,0,0,47,39,1,3353.02113703789,0.815595708417549
"1137",19,"C",10,3,64,118,0,0,0,0,0,1,0,0,1,0,1,12,35,5,"J",1,43,"E",12,80,138,20,12,0,0,0,0,84,39,480,54,0,4,9,3,0,5,60,18,0,0,0,0,0,0,0,0,0,0,0,44,36,1,4893.6974256159,0.842846642501906
"1138",22,"C",0,6,65,125,0,0,0,0,0,0,1,1,1,0,0,12,75,10,"A",1,73,"E",13,72,153,23,12,0,1,0,0,80,35,660,62,1,9,9,3,0,0,59,15,0,0,0,0,0,0,0,0,0,0,0,48,42,1,823.535861324517,0.995286432243485
"1139",25,"C",20,7,62,115,0,0,0,0,0,0,0,1,0,1,0,12,55,8,"J",1,43,"E",13,60,134,26,11,0,0,0,0,78,32,480,43,0,9,9,3,0,4,52,15,0,0,0,0,0,0,0,0,0,0,0,44,39,0,3852.83292331204,0.564529415120864
"1140",27,"C",10,10,62,120,0,0,0,0,0,0,0,0,1,0,0,12,45,10,"J",1,53,"E",12,70,132,27,11,0,0,0,0,74,23,440,44,1,8,9,2,0,3,67,20,0,0,0,0,1,0,0,0,0,0,0,47,39,0,3852.5745680933,0.605340076836971
"1141",21,"C",20,5,61,140,0,0,1,1,0,1,2,0,0,0,0,10,65,7,"J",1,50,"E",13,70,157,22,8,0,1,0,0,84,36,560,77,1,8,9,2,0,5,55,17,0,0,0,0,0,0,0,0,0,0,0,45,40,1,2535.30106658427,0.97443311257356
"1142",22,"C",0,5,62,232,0,0,0,0,0,0,1,0,0,0,0,12,25,13,"L",1,37,"B",7,96,221,27,10,0,0,0,0,82,35,550,66,1,9,9,0,2,6,61,16,0,0,0,0,0,0,0,0,0,0,0,45,39,0,3850.52998340129,0.220412232332617
"1143",22,"C",20,6,65,155,0,0,0,0,0,0,0,0,0,0,0,10,75,8,"J",1,73,"E",12,68,166,27,12,0,0,0,0,82,39,510,68,0,9,10,2,0,3,48,15,0,0,0,0,0,0,0,0,0,0,0,46,41,0,2152.32820892729,0.576632096265032
"1144",17,"C",15,5,63,100,0,0,0,0,0,1,1,0,0,0,0,10,35,15,"L",1,33,"E",11,60,117,23,11,0,0,0,0,80,32,350,56,1,9,9,3,0,9,47,14,0,0,0,0,0,0,0,0,0,0,0,47,36,1,4894.31397243886,0.337325412208992
"1145",19,"C",10,4,64,140,0,0,0,0,0,0,0,0,0,0,1,12,65,10,"J",1,60,"E",14,70,166,19,10,0,0,0,0,83,30,500,65,1,8,9,2,0,11,54,15,0,0,0,0,0,0,0,0,0,0,0,44,39,1,3352.82583191162,0.796377531002388
"1146",22,"C",20,6,63,155,0,1,0,0,0,0,0,0,0,0,0,12,55,10,"J",1,47,"E",14,60,170,22,9,0,0,0,0,80,34,450,58,0,9,9,2,0,7,50,15,0,0,0,0,0,0,0,0,0,0,0,46,39,0,3852.82185542768,0.118944925223009
"1147",27,"C",4,12,63,155,0,0,1,0,0,0,1,0,0,1,0,9,35,13,"J",1,33,"E",13,66,178,35,8,0,0,0,0,78,26,500,69,1,9,9,2,0,3,53,16,0,0,0,0,0,0,0,0,0,0,0,47,41,0,2152.12891250981,0.706817107986167
"1148",28,"C",11,13,62,140,0,0,0,0,0,0,0,0,1,0,0,9,45,12,"J",1,53,"E",12,60,170,36,10,0,0,0,0,78,31,530,64,0,7,8,2,0,3,49,16,0,0,1,0,0,0,0,0,0,0,0,44,42,1,823.903951866974,0.527714908241329
"1149",24,"C",0,0,64,149,0,0,0,0,0,2,0,0,0,0,0,12,45,8,"J",1,67,"E",13,72,167,28,13,0,1,0,0,79,38,340,50,1,9,10,3,0,4,60,15,0,0,0,0,0,0,0,0,0,0,0,45,41,1,1652.46901530046,0.0757207142747238
"1150",23,"C",20,8,63,100,0,0,0,0,0,2,1,0,0,0,0,9,25,10,"J",1,37,"E",12,70,131,24,11,2,0,0,0,74,27,300,53,0,8,9,3,0,10,65,19,0,0,0,0,0,0,0,0,0,0,0,45,40,0,3035.23359074988,0.0914411954592235
"1151",36,"C",0,0,66,114,0,0,0,0,0,0,1,0,0,0,0,12,55,7,"J",1,70,"E",15,86,139,37,12,0,1,0,0,83,32,380,76,1,9,9,3,0,15,49,14,0,0,0,0,0,0,2,0,0,0,0,46,39,1,3351.90792297357,0.732554617882995
"1152",38,"C",0,0,65,120,0,0,0,0,0,0,2,0,1,0,0,13,65,7,"J",1,80,"E",15,70,140,37,16,0,1,0,0,81,38,320,70,1,9,9,3,0,5,67,20,0,0,0,0,0,0,0,0,0,0,0,45,40,1,2535.37538213136,0.917403728622881
"1153",20,"C",0,2,60,105,0,0,1,1,0,0,0,0,0,0,0,15,105,10,"J",1,93,"E",13,80,130,24,16,0,0,0,0,83,34,425,55,1,1,6,0,3,3,52,14,0,0,0,1,0,0,0,0,0,0,2,45,41,1,1651.52402563163,0.959184261504322
"1154",23,"C",0,0,65,126,0,0,0,1,0,0,0,0,0,0,0,12,35,10,"F",1,63,"E",15,70,143,26,12,0,0,0,0,81,36,375,62,0,9,9,3,0,3,70,20,0,0,0,0,0,0,0,0,0,0,0,46,40,1,2535.08928382148,0.583693986738777
"1155",20,"C",12,5,64,105,0,1,0,1,0,0,0,0,1,0,1,12,85,10,"J",1,85,"E",13,64,142,21,12,0,0,0,0,78,36,460,51,0,9,9,2,0,4,58,15,0,0,0,0,0,0,0,0,0,0,0,45,40,1,2535.49082389183,0.927561796609657
"1156",21,"C",20,5,65,110,0,1,0,0,0,0,0,0,0,0,0,12,45,8,"J",1,70,"E",14,70,132,22,12,0,0,0,0,81,29,380,59,1,9,9,2,0,7,61,22,0,0,0,0,0,0,0,0,0,0,0,46,40,0,3035.29564982479,0.340978467959644
"1157",25,"C",0,0,62,95,0,0,0,0,0,0,1,0,0,0,1,12,75,7,"F",0,70,"E",14,70,123,30,12,0,0,0,0,82,27,330,75,1,9,9,0,2,7,50,15,0,0,0,0,0,0,0,0,0,0,0,45,38,1,4004.29797188987,0.78783435107182
"1158",17,"C",0,0,67,134,0,0,0,0,0,0,0,0,0,0,0,12,35,10,"J",1,63,"E",12,62,143,20,12,0,0,0,0,79,32,430,96,1,9,9,2,0,7,64,18,1,0,0,0,0,0,0,0,0,0,0,47,41,1,1651.89301418535,0.853258822441464
"1159",18,"C",0,0,67,138,0,0,0,0,0,0,0,0,1,0,0,12,45,10,"J",1,60,"E",12,84,145,21,12,0,0,0,0,83,29,430,54,1,8,9,2,0,6,57,15,0,0,0,0,0,0,0,0,0,0,0,47,42,0,1324.80011954776,0.467724999566723
"1160",22,"C",20,8,62,100,0,0,0,0,0,0,1,0,0,0,0,12,25,8,"J",1,50,"E",11,68,109,23,12,0,0,0,0,80,31,360,38,1,9,9,3,0,6,38,11,3,0,0,0,0,0,0,0,0,0,1,43,35,0,5757.93215891761,0.0483292330439229
"1161",26,"C",40,10,58,102,0,0,0,0,0,0,0,0,0,0,0,12,35,10,"J",1,33,"E",15,50,126,26,8,1,0,0,0,77,29,425,32,1,4,8,3,0,7,50,16,0,0,0,0,0,0,0,0,0,0,0,46,39,0,3852.77210111005,0.140769096416697
"1162",32,"C",20,25,64,220,0,0,0,1,0,0,1,1,0,0,0,4,45,12,"F",1,27,"E",14,70,236,44,4,0,2,0,0,81,35,780,94,0,9,8,3,0,1,73,20,0,0,0,0,0,0,0,0,0,0,0,47,45,1,-622.460448885486,0.744103319906689
"1163",23,"C",40,12,63,140,0,0,0,1,0,0,1,0,1,0,0,10,55,8,"J",1,47,"E",11,70,161,27,9,0,1,0,0,83,38,650,75,1,9,9,2,0,3,63,18,0,0,0,0,0,0,0,0,0,0,0,47,39,1,3352.28880581921,0.982707892393878
"1164",31,"C",0,0,66,115,0,1,0,0,0,1,1,5,1,0,0,11,25,13,"J",1,47,"E",13,70,127,30,12,0,1,0,0,85,33,345,65,0,7,8,3,0,2,65,21,0,0,0,0,0,0,0,0,0,0,0,44,40,0,3034.75562814585,0.346036761301936
"1165",26,"C",0,0,62,145,0,0,2,0,0,0,0,0,1,0,0,8,45,10,"F",1,33,"E",12,50,169,33,8,0,0,0,0,79,32,440,68,0,9,9,0,3,6,65,20,0,0,0,0,0,0,0,0,0,0,0,45,37,1,4490.33615821534,0.543608370627647
"1166",19,"C",20,6,64,118,0,0,1,0,0,0,0,0,0,0,0,10,25,15,"J",1,47,"E",11,64,142,29,12,0,0,0,0,83,36,620,61,1,9,9,3,0,2,66,20,0,0,0,0,0,0,0,0,0,0,0,46,39,1,3352.35136187046,0.938808669445508
"1167",42,"C",30,24,61,110,0,0,0,0,0,3,0,0,0,0,1,10,55,18,"J",1,37,"E",14,66,139,51,8,0,0,0,0,82,36,580,69,1,8,9,2,0,6,76,11,0,0,0,0,0,0,0,0,0,0,0,46,40,1,2535.08864178316,0.960647110557491
"1168",30,"C",0,0,63,138,0,0,0,0,0,0,0,0,0,0,0,5,35,15,"F",1,20,"E",17,70,154,33,2,0,0,0,0,80,29,450,54,1,9,9,3,0,8,67,21,0,0,0,0,0,0,0,0,0,0,0,45,43,0,673.180088873733,0.437577532924945
"1169",24,"C",0,0,64,161,0,0,0,0,0,2,0,0,0,1,0,12,75,10,"J",1,70,"E",9,78,182,25,12,0,0,0,0,61,24,335,67,0,9,9,2,0,3,67,19,0,0,0,0,0,0,0,0,0,0,0,45,40,0,3035.19841606022,0.32199722932513
"1170",24,"C",0,0,65,130,0,0,0,0,0,0,1,0,1,0,1,12,45,15,"F",1,83,"E",15,58,154,30,17,0,1,0,0,77,33,410,63,1,8,9,0,3,3,49,14,0,0,0,0,0,0,0,0,0,0,0,45,41,0,2152.80341709942,0.56963814555402
"1171",20,"C",0,0,62,94,0,0,0,1,0,0,0,1,0,0,1,12,25,13,"J",1,50,"E",13,60,115,22,14,0,0,0,0,82,35,480,41,1,7,8,2,0,5,49,15,0,0,0,0,0,0,0,0,0,0,0,48,40,1,2535.12363706757,0.571427770461573
"1172",20,"C",0,0,62,120,0,0,0,0,0,3,0,0,0,0,1,12,65,10,"J",1,60,"E",14,80,133,23,10,0,1,0,0,78,31,440,60,1,9,9,3,0,4,49,13,0,0,0,0,0,0,0,0,0,0,0,47,37,1,4491.54213273187,0.788001412895747
"1173",23,"C",0,0,62,118,0,0,0,0,0,1,0,0,0,0,0,12,55,8,"J",1,57,"E",14,76,129,26,11,1,1,0,0,71,26,410,54,0,8,9,0,2,7,49,14,0,0,0,0,0,0,0,0,0,0,0,48,37,0,4989.52722050388,0.469313376795078
"1174",30,"C",10,14,65,114,0,0,1,0,0,0,1,0,2,0,0,5,35,10,"I",1,33,"E",14,50,139,31,8,2,3,0,2,78,34,540,39,0,6,8,3,0,9,54,15,0,0,0,0,0,0,0,0,0,0,0,45,37,1,4489.55504886272,0.719446266310817
